date,value
8/18/2017 17:30,8.7356
8/18/2017 17:35,8.88357
8/18/2017 17:40,9.33617
8/18/2017 17:45,9.97049
8/18/2017 17:50,10.61579
8/18/2017 17:55,11.10869
8/18/2017 18:00,11.37303
8/18/2017 18:05,11.51062
8/18/2017 18:10,11.62828
8/18/2017 18:15,11.70916
8/18/2017 18:20,11.73951
8/18/2017 18:25,11.71666
8/18/2017 18:30,11.64963
8/18/2017 18:35,11.55752
8/18/2017 18:40,11.46589
8/18/2017 18:45,11.40108
8/18/2017 18:50,11.3824
8/18/2017 18:55,11.41225
8/18/2017 19:00,11.46502
8/18/2017 19:05,11.50029
8/18/2017 19:10,11.49913
8/18/2017 19:15,11.46176
8/18/2017 19:20,11.40031
8/18/2017 19:25,11.33276
8/18/2017 19:30,11.27795
8/18/2017 19:35,11.25145
8/18/2017 19:40,11.26253
8/18/2017 19:45,11.31208
8/18/2017 19:50,11.39151
8/18/2017 19:55,11.48621
8/18/2017 20:00,11.63567
8/18/2017 20:05,11.87226
8/18/2017 20:10,12.15652
8/18/2017 20:15,12.4173
8/18/2017 20:20,12.58514
8/18/2017 20:25,12.61466
8/18/2017 20:30,12.49588
8/18/2017 20:35,12.25444
8/18/2017 20:40,11.94092
8/18/2017 20:45,11.60897
8/18/2017 20:50,11.28096
8/18/2017 20:55,10.90452
8/18/2017 21:00,10.46626
8/18/2017 21:05,10.03855
8/18/2017 21:10,9.72033
8/18/2017 21:15,9.59155
8/18/2017 21:20,9.68534
8/18/2017 21:25,9.97792
8/18/2017 21:30,10.39624
8/18/2017 21:35,10.84337
8/18/2017 21:40,11.24151
8/18/2017 21:45,11.58842
8/18/2017 21:50,11.87974
8/18/2017 21:55,12.04391
8/18/2017 22:00,12.05115
8/18/2017 22:05,11.91395
8/18/2017 22:10,11.67781
8/18/2017 22:15,11.4097
8/18/2017 22:20,11.18449
8/18/2017 22:25,11.0692
8/18/2017 22:30,11.1051
8/18/2017 22:35,11.28773
8/18/2017 22:40,11.54979
8/18/2017 22:45,11.89613
8/18/2017 22:50,12.37705
8/18/2017 22:55,12.91824
8/18/2017 23:00,13.38957
8/18/2017 23:05,13.66814
8/18/2017 23:10,13.67962
8/18/2017 23:15,13.41818
8/18/2017 23:20,12.94469
8/18/2017 23:25,12.36353
8/18/2017 23:30,11.77773
8/18/2017 23:35,11.2245
8/18/2017 23:40,10.69902
8/18/2017 23:45,10.26636
8/18/2017 23:50,9.99954
8/18/2017 23:55,9.94471
8/19/2017 0:00,10.10366
8/19/2017 0:05,10.42877
8/19/2017 0:10,10.83048
8/19/2017 0:15,11.19725
8/19/2017 0:20,11.42799
8/19/2017 0:25,11.47694
8/19/2017 0:30,11.40966
8/19/2017 0:35,11.36567
8/19/2017 0:40,11.39991
8/19/2017 0:45,11.51062
8/19/2017 0:50,11.66584
8/19/2017 0:55,11.82113
8/19/2017 1:00,11.93339
8/19/2017 1:05,11.97084
8/19/2017 1:10,11.91906
8/19/2017 1:15,11.78317
8/19/2017 1:20,11.58605
8/19/2017 1:25,11.36183
8/19/2017 1:30,11.10419
8/19/2017 1:35,10.79287
8/19/2017 1:40,10.47349
8/19/2017 1:45,10.21877
8/19/2017 1:50,10.09276
8/19/2017 1:55,10.12806
8/19/2017 2:00,10.31602
8/19/2017 2:05,10.60989
8/19/2017 2:10,10.94095
8/19/2017 2:15,11.24757
8/19/2017 2:20,11.51856
8/19/2017 2:25,11.89254
8/19/2017 2:30,12.50048
8/19/2017 2:35,13.26427
8/19/2017 2:40,13.99931
8/19/2017 2:45,14.51122
8/19/2017 2:50,14.6623
8/19/2017 2:55,14.40782
8/19/2017 3:00,13.80228
8/19/2017 3:05,12.97538
8/19/2017 3:10,12.07793
8/19/2017 3:15,11.19835
8/19/2017 3:20,10.35958
8/19/2017 3:25,9.66898
8/19/2017 3:30,9.2429
8/19/2017 3:35,9.15295
8/19/2017 3:40,9.40057
8/19/2017 3:45,9.91022
8/19/2017 3:50,10.54113
8/19/2017 3:55,11.1176
8/19/2017 4:00,11.47787
8/19/2017 4:05,11.54156
8/19/2017 4:10,11.39507
8/19/2017 4:15,11.27483
8/19/2017 4:20,11.30193
8/19/2017 4:25,11.48534
8/19/2017 4:30,11.77124
8/19/2017 4:35,12.07669
8/19/2017 4:40,12.31656
8/19/2017 4:45,12.42352
8/19/2017 4:50,12.36121
8/19/2017 4:55,12.1305
8/19/2017 5:00,11.76902
8/19/2017 5:05,11.34293
8/19/2017 5:10,10.8356
8/19/2017 5:15,10.15474
8/19/2017 5:20,9.38336
8/19/2017 5:25,8.69772
8/19/2017 5:30,8.27335
8/19/2017 5:35,8.22211
8/19/2017 5:40,8.56005
8/19/2017 5:45,9.20633
8/19/2017 5:50,10.01301
8/19/2017 5:55,10.82573
8/19/2017 6:00,11.57529
8/19/2017 6:05,12.3309
8/19/2017 6:10,13.0962
8/19/2017 6:15,13.76109
8/19/2017 6:20,14.18985
8/19/2017 6:25,14.2861
8/19/2017 6:30,14.03095
8/19/2017 6:35,13.49414
8/19/2017 6:40,12.8183
8/19/2017 6:45,12.1763
8/19/2017 6:50,11.70165
8/19/2017 6:55,11.39226
8/19/2017 7:00,11.10585
8/19/2017 7:05,10.81964
8/19/2017 7:10,10.57458
8/19/2017 7:15,10.41999
8/19/2017 7:20,10.38996
8/19/2017 7:25,10.48978
8/19/2017 7:30,10.69205
8/19/2017 7:35,10.94277
8/19/2017 7:40,11.17721
8/19/2017 7:45,11.34565
8/19/2017 7:50,11.44908
8/19/2017 7:55,11.6139
8/19/2017 8:00,12.00704
8/19/2017 8:05,12.60524
8/19/2017 8:10,13.26447
8/19/2017 8:15,13.80737
8/19/2017 8:20,14.08648
8/19/2017 8:25,14.02331
8/19/2017 8:30,13.62331
8/19/2017 8:35,12.96662
8/19/2017 8:40,12.17476
8/19/2017 8:45,11.35307
8/19/2017 8:50,10.54041
8/19/2017 8:55,9.80156
8/19/2017 9:00,9.25037
8/19/2017 9:05,8.98852
8/19/2017 9:10,9.0627
8/19/2017 9:15,9.44336
8/19/2017 9:20,10.02511
8/19/2017 9:25,10.64868
8/19/2017 9:30,11.14456
8/19/2017 9:35,11.39816
8/19/2017 9:40,11.43667
8/19/2017 9:45,11.47042
8/19/2017 9:50,11.64169
8/19/2017 9:55,11.95075
8/19/2017 10:00,12.32226
8/19/2017 10:05,12.65472
8/19/2017 10:10,12.85716
8/19/2017 10:15,12.87304
8/19/2017 10:20,12.69143
8/19/2017 10:25,12.34551
8/19/2017 10:30,11.89816
8/19/2017 10:35,11.415
8/19/2017 10:40,10.86617
8/19/2017 10:45,10.10433
8/19/2017 10:50,9.19138
8/19/2017 10:55,8.32815
8/19/2017 11:00,7.73469
8/19/2017 11:05,7.56743
8/19/2017 11:10,7.87323
8/19/2017 11:15,8.58027
8/19/2017 11:20,9.52585
8/19/2017 11:25,10.52103
8/19/2017 11:30,11.45219
8/19/2017 11:35,12.33736
8/19/2017 11:40,13.09063
8/19/2017 11:45,13.58555
8/19/2017 11:50,13.73909
8/19/2017 11:55,13.53847
8/19/2017 12:00,13.04995
8/19/2017 12:05,12.40943
8/19/2017 12:10,11.79491
8/19/2017 12:15,11.38092
8/19/2017 12:20,11.27472
8/19/2017 12:25,11.43439
8/19/2017 12:30,11.60572
8/19/2017 12:35,11.54796
8/19/2017 12:40,11.21679
8/19/2017 12:45,10.69891
8/19/2017 12:50,10.14253
8/19/2017 12:55,9.70274
8/19/2017 13:00,9.50179
8/19/2017 13:05,9.60419
8/19/2017 13:10,10.00678
8/19/2017 13:15,10.64355
8/19/2017 13:20,11.40545
8/19/2017 13:25,12.23003
8/19/2017 13:30,13.20561
8/19/2017 13:35,14.24552
8/19/2017 13:40,15.13548
8/19/2017 13:45,15.65955
8/19/2017 13:50,15.68488
8/19/2017 13:55,15.20505
8/19/2017 14:00,14.34216
8/19/2017 14:05,13.30757
8/19/2017 14:10,12.32134
8/19/2017 14:15,11.49039
8/19/2017 14:20,10.67074
8/19/2017 14:25,9.67256
8/19/2017 14:30,8.57227
8/19/2017 14:35,7.5965
8/19/2017 14:40,6.98403
8/19/2017 14:45,6.89167
8/19/2017 14:50,7.34411
8/19/2017 14:55,8.22763
8/19/2017 15:00,9.32784
8/19/2017 15:05,10.4113
8/19/2017 15:10,11.35108
8/19/2017 15:15,12.27267
8/19/2017 15:20,13.35995
8/19/2017 15:25,14.52846
8/19/2017 15:30,15.5418
8/19/2017 15:35,16.15541
8/19/2017 15:40,16.21405
8/19/2017 15:45,15.70285
8/19/2017 15:50,14.7521
8/19/2017 15:55,13.59573
8/19/2017 16:00,12.48337
8/19/2017 16:05,11.54615
8/19/2017 16:10,10.67562
8/19/2017 16:15,9.82062
8/19/2017 16:20,9.08843
8/19/2017 16:25,8.61538
8/19/2017 16:30,8.4993
8/19/2017 16:35,8.75911
8/19/2017 16:40,9.3214
8/19/2017 16:45,10.03405
8/19/2017 16:50,10.70675
8/19/2017 16:55,11.1787
8/19/2017 17:00,11.41314
8/19/2017 17:05,11.58725
8/19/2017 17:10,11.88164
8/19/2017 17:15,12.30344
8/19/2017 17:20,12.76374
8/19/2017 17:25,13.1434
8/19/2017 17:30,13.34083
8/19/2017 17:35,13.3019
8/19/2017 17:40,13.03195
8/19/2017 17:45,12.5899
8/19/2017 17:50,12.06449
8/19/2017 17:55,11.53259
8/19/2017 18:00,11.02488
8/19/2017 18:05,10.63527
8/19/2017 18:10,10.4525
8/19/2017 18:15,10.50099
8/19/2017 18:20,10.74872
8/19/2017 18:25,11.11961
8/19/2017 18:30,11.51009
8/19/2017 18:35,11.80983
8/19/2017 18:40,11.92671
8/19/2017 18:45,11.81597
8/19/2017 18:50,11.51355
8/19/2017 18:55,11.15101
8/19/2017 19:00,10.81015
8/19/2017 19:05,10.53868
8/19/2017 19:10,10.38489
8/19/2017 19:15,10.37689
8/19/2017 19:20,10.51096
8/19/2017 19:25,10.7491
8/19/2017 19:30,11.0261
8/19/2017 19:35,11.2659
8/19/2017 19:40,11.40731
8/19/2017 19:45,11.43911
8/19/2017 19:50,11.40454
8/19/2017 19:55,11.18204
8/19/2017 20:00,10.71495
8/19/2017 20:05,10.10182
8/19/2017 20:10,9.50746
8/19/2017 20:15,9.09446
8/19/2017 20:20,8.97642
8/19/2017 20:25,9.19292
8/19/2017 20:30,9.7063
8/19/2017 20:35,10.42012
8/19/2017 20:40,11.21944
8/19/2017 20:45,12.03177
8/19/2017 20:50,12.82838
8/19/2017 20:55,13.51587
8/19/2017 21:00,13.97067
8/19/2017 21:05,14.10107
8/19/2017 21:10,13.88541
8/19/2017 21:15,13.38588
8/19/2017 21:20,12.73817
8/19/2017 21:25,12.11689
8/19/2017 21:30,11.67674
8/19/2017 21:35,11.46947
8/19/2017 21:40,11.36515
8/19/2017 21:45,11.27717
8/19/2017 21:50,11.22064
8/19/2017 21:55,11.20487
8/19/2017 22:00,11.23011
8/19/2017 22:05,11.28759
8/19/2017 22:10,11.36113
8/19/2017 22:15,11.43022
8/19/2017 22:20,11.47482
8/19/2017 22:25,11.48152
8/19/2017 22:30,11.45142
8/19/2017 22:35,11.41006
8/19/2017 22:40,11.40501
8/19/2017 22:45,11.45702
8/19/2017 22:50,11.55492
8/19/2017 22:55,11.67072
8/19/2017 23:00,11.77188
8/19/2017 23:05,11.83043
8/19/2017 23:10,11.82909
8/19/2017 23:15,11.7642
8/19/2017 23:20,11.64572
8/19/2017 23:25,11.49398
8/19/2017 23:30,11.34831
8/19/2017 23:35,11.37838
8/19/2017 23:40,11.6847
8/19/2017 23:45,12.20532
8/19/2017 23:50,12.79472
8/19/2017 23:55,13.28839
8/20/2017 0:00,13.55013
8/20/2017 0:05,13.50219
8/20/2017 0:10,13.13801
8/20/2017 0:15,12.51787
8/20/2017 0:20,11.7471
8/20/2017 0:25,10.94889
8/20/2017 0:30,10.3439
8/20/2017 0:35,10.11512
8/20/2017 0:40,10.29596
8/20/2017 0:45,10.80592
8/20/2017 0:50,11.48948
8/20/2017 0:55,12.15522
8/20/2017 1:00,12.61518
8/20/2017 1:05,12.72435
8/20/2017 1:10,12.42039
8/20/2017 1:15,11.7636
8/20/2017 1:20,10.95612
8/20/2017 1:25,10.08388
8/20/2017 1:30,9.19384
8/20/2017 1:35,8.44265
8/20/2017 1:40,7.99785
8/20/2017 1:45,7.9652
8/20/2017 1:50,8.34946
8/20/2017 1:55,9.04867
8/20/2017 2:00,9.88178
8/20/2017 2:05,10.6499
8/20/2017 2:10,11.23088
8/20/2017 2:15,11.68906
8/20/2017 2:20,12.06067
8/20/2017 2:25,12.25617
8/20/2017 2:30,12.24294
8/20/2017 2:35,12.04302
8/20/2017 2:40,11.7206
8/20/2017 2:45,11.36654
8/20/2017 2:50,11.08004
8/20/2017 2:55,10.94743
8/20/2017 3:00,11.01804
8/20/2017 3:05,11.27726
8/20/2017 3:10,11.61413
8/20/2017 3:15,11.80162
8/20/2017 3:20,11.69873
8/20/2017 3:25,11.32338
8/20/2017 3:30,10.78914
8/20/2017 3:35,10.24977
8/20/2017 3:40,9.85502
8/20/2017 3:45,9.71782
8/20/2017 3:50,9.8927
8/20/2017 3:55,10.36564
8/20/2017 4:00,11.0551
8/20/2017 4:05,11.83097
8/20/2017 4:10,12.64591
8/20/2017 4:15,13.45424
8/20/2017 4:20,14.11897
8/20/2017 4:25,14.49677
8/20/2017 4:30,14.50094
8/20/2017 4:35,14.13514
8/20/2017 4:40,13.49756
8/20/2017 4:45,12.7558
8/20/2017 4:50,12.09227
8/20/2017 4:55,11.62026
8/20/2017 5:00,11.28478
8/20/2017 5:05,11.10356
8/20/2017 5:10,11.21727
8/20/2017 5:15,11.61075
8/20/2017 5:20,12.1667
8/20/2017 5:25,12.72535
8/20/2017 5:30,13.13162
8/20/2017 5:35,13.26971
8/20/2017 5:40,13.08504
8/20/2017 5:45,12.59376
8/20/2017 5:50,11.87963
8/20/2017 5:55,11.07883
8/20/2017 6:00,10.36236
8/20/2017 6:05,9.882
8/20/2017 6:10,9.72195
8/20/2017 6:15,9.8904
8/20/2017 6:20,10.32274
8/20/2017 6:25,10.89513
8/20/2017 6:30,11.44851
8/20/2017 6:35,11.82286
8/20/2017 6:40,11.90188
8/20/2017 6:45,11.66798
8/20/2017 6:50,11.25884
8/20/2017 6:55,10.74165
8/20/2017 7:00,10.06925
8/20/2017 7:05,9.34677
8/20/2017 7:10,8.74528
8/20/2017 7:15,8.41978
8/20/2017 7:20,8.45633
8/20/2017 7:25,8.84828
8/20/2017 7:30,9.50161
8/20/2017 7:35,10.26929
8/20/2017 7:40,11.01486
8/20/2017 7:45,11.70301
8/20/2017 7:50,12.38361
8/20/2017 7:55,13.00716
8/20/2017 8:00,13.47125
8/20/2017 8:05,13.68396
8/20/2017 8:10,13.60341
8/20/2017 8:15,13.25674
8/20/2017 8:20,12.73862
8/20/2017 8:25,12.18923
8/20/2017 8:30,11.75168
8/20/2017 8:35,11.50899
8/20/2017 8:40,11.40423
8/20/2017 8:45,11.34891
8/20/2017 8:50,11.37969
8/20/2017 8:55,11.49567
8/20/2017 9:00,11.6629
8/20/2017 9:05,11.83327
8/20/2017 9:10,11.95946
8/20/2017 9:15,12.00578
8/20/2017 9:20,11.95499
8/20/2017 9:25,11.81116
8/20/2017 9:30,11.5984
8/20/2017 9:35,11.3538
8/20/2017 9:40,11.03458
8/20/2017 9:45,10.57219
8/20/2017 9:50,10.03103
8/20/2017 9:55,9.54017
8/20/2017 10:00,9.22782
8/20/2017 10:05,9.17739
8/20/2017 10:10,9.405
8/20/2017 10:15,9.85848
8/20/2017 10:20,10.43793
8/20/2017 10:25,11.03774
8/20/2017 10:30,11.60814
8/20/2017 10:35,12.0865
8/20/2017 10:40,12.32022
8/20/2017 10:45,12.25718
8/20/2017 10:50,11.93758
8/20/2017 10:55,11.46356
8/20/2017 11:00,10.96959
8/20/2017 11:05,10.59363
8/20/2017 11:10,10.44904
8/20/2017 11:15,10.59729
8/20/2017 11:20,11.02144
8/20/2017 11:25,11.6024
8/20/2017 11:30,12.27216
8/20/2017 11:35,13.07806
8/20/2017 11:40,13.90789
8/20/2017 11:45,14.57519
8/20/2017 11:50,14.91309
8/20/2017 11:55,14.83451
8/20/2017 12:00,14.35882
8/20/2017 12:05,13.60491
8/20/2017 12:10,12.75069
8/20/2017 12:15,11.95902
8/20/2017 12:20,11.27134
8/20/2017 12:25,10.6602
8/20/2017 12:30,10.2499
