date,value
8/18/2017 17:30,6.11732
8/18/2017 17:35,6.23406
8/18/2017 17:40,6.59119
8/18/2017 17:45,7.09177
8/18/2017 17:50,7.60113
8/18/2017 17:55,7.99038
8/18/2017 18:00,8.19927
8/18/2017 18:05,8.30792
8/18/2017 18:10,8.40082
8/18/2017 18:15,8.46475
8/18/2017 18:20,8.48881
8/18/2017 18:25,8.47091
8/18/2017 18:30,8.4181
8/18/2017 18:35,8.34543
8/18/2017 18:40,8.27307
8/18/2017 18:45,8.22179
8/18/2017 18:50,8.20687
8/18/2017 18:55,8.23028
8/18/2017 19:00,8.27192
8/18/2017 19:05,8.29989
8/18/2017 19:10,8.29915
8/18/2017 19:15,8.2698
8/18/2017 19:20,8.22137
8/18/2017 19:25,8.16804
8/18/2017 19:30,8.12467
8/18/2017 19:35,8.10356
8/18/2017 19:40,8.11208
8/18/2017 19:45,8.15097
8/18/2017 19:50,8.21352
8/18/2017 19:55,8.28813
8/18/2017 20:00,8.40551
8/18/2017 20:05,8.59171
8/18/2017 20:10,8.81595
8/18/2017 20:15,9.02222
8/18/2017 20:20,9.15561
8/18/2017 20:25,9.1801
8/18/2017 20:30,9.08749
8/18/2017 20:35,8.89778
8/18/2017 20:40,8.65071
8/18/2017 20:45,8.3887
8/18/2017 20:50,8.12992
8/18/2017 20:55,7.83351
8/18/2017 21:00,7.48795
8/18/2017 21:05,7.1498
8/18/2017 21:10,6.8971
8/18/2017 21:15,6.79327
8/18/2017 21:20,6.865
8/18/2017 21:25,7.09411
8/18/2017 21:30,7.42342
8/18/2017 21:35,7.7765
8/18/2017 21:40,8.09149
8/18/2017 21:45,8.36565
8/18/2017 21:50,8.5967
8/18/2017 21:55,8.72807
8/18/2017 22:00,8.73571
8/18/2017 22:05,8.62901
8/18/2017 22:10,8.4435
8/18/2017 22:15,8.23183
8/18/2017 22:20,8.05305
8/18/2017 22:25,7.96024
8/18/2017 22:30,7.98641
8/18/2017 22:35,8.12883
8/18/2017 22:40,8.33502
8/18/2017 22:45,8.60646
8/18/2017 22:50,8.98438
8/18/2017 22:55,9.41151
8/18/2017 23:00,9.78554
8/18/2017 23:05,10.00905
8/18/2017 23:10,10.02247
8/18/2017 23:15,9.8201
8/18/2017 23:20,9.44902
8/18/2017 23:25,8.99119
8/18/2017 23:30,8.52835
8/18/2017 23:35,8.09137
8/18/2017 23:40,7.67575
8/18/2017 23:45,7.33203
8/18/2017 23:50,7.11808
8/18/2017 23:55,7.07094
8/19/2017 0:00,7.19286
8/19/2017 0:05,7.44715
8/19/2017 0:10,7.76377
8/19/2017 0:15,8.05489
8/19/2017 0:20,8.24021
8/19/2017 0:25,8.28212
8/19/2017 0:30,8.2298
8/19/2017 0:35,8.19386
8/19/2017 0:40,8.21924
8/19/2017 0:45,8.30535
8/19/2017 0:50,8.42738
8/19/2017 0:55,8.55039
8/19/2017 1:00,8.64024
8/19/2017 1:05,8.67156
8/19/2017 1:10,8.63258
8/19/2017 1:15,8.52693
8/19/2017 1:20,8.37232
8/19/2017 1:25,8.19568
8/19/2017 1:30,7.99356
8/19/2017 1:35,7.74873
8/19/2017 1:40,7.49608
8/19/2017 1:45,7.29279
8/19/2017 1:50,7.1899
8/19/2017 1:55,7.21398
8/19/2017 2:00,7.35918
8/19/2017 2:05,7.58938
8/19/2017 2:10,7.85059
8/19/2017 2:15,8.09361
8/19/2017 2:20,8.30759
8/19/2017 2:25,8.59774
8/19/2017 2:30,9.07206
8/19/2017 2:35,9.673
8/19/2017 2:40,10.25634
8/19/2017 2:45,10.66804
8/19/2017 2:50,10.79747
8/19/2017 2:55,10.60679
8/19/2017 3:00,10.1366
8/19/2017 3:05,9.4878
8/19/2017 3:10,8.77973
8/19/2017 3:15,8.08494
8/19/2017 3:20,7.42071
8/19/2017 3:25,6.87
8/19/2017 3:30,6.52525
8/19/2017 3:35,6.44461
8/19/2017 3:40,6.63132
8/19/2017 3:45,7.02787
8/19/2017 3:50,7.52471
8/19/2017 3:55,7.98367
8/19/2017 4:00,8.27591
8/19/2017 4:05,8.33459
8/19/2017 4:10,8.22183
8/19/2017 4:15,8.12369
8/19/2017 4:20,8.14017
8/19/2017 4:25,8.28082
8/19/2017 4:30,8.5045
8/19/2017 4:35,8.74627
8/19/2017 4:40,8.93871
8/19/2017 4:45,9.02795
8/19/2017 4:50,8.9842
8/19/2017 4:55,8.80699
8/19/2017 5:00,8.52493
8/19/2017 5:05,8.18971
8/19/2017 5:10,7.79415
8/19/2017 5:15,7.26188
8/19/2017 5:20,6.65349
8/19/2017 5:25,6.1066
8/19/2017 5:30,5.76086
8/19/2017 5:35,5.70725
8/19/2017 5:40,5.9618
8/19/2017 5:45,6.46367
8/19/2017 5:50,7.0976
8/19/2017 5:55,7.74074
8/19/2017 6:00,8.33384
8/19/2017 6:05,8.92901
8/19/2017 6:10,9.53413
8/19/2017 6:15,10.06473
8/19/2017 6:20,10.41341
8/19/2017 6:25,10.50197
8/19/2017 6:30,10.31243
8/19/2017 6:35,9.89675
8/19/2017 6:40,9.36539
8/19/2017 6:45,8.85467
8/19/2017 6:50,8.47282
8/19/2017 6:55,8.22504
8/19/2017 7:00,7.99936
8/19/2017 7:05,7.77287
8/19/2017 7:10,7.57701
8/19/2017 7:15,7.45083
8/19/2017 7:20,7.42212
8/19/2017 7:25,7.49624
8/19/2017 7:30,7.65281
8/19/2017 7:35,7.85001
8/19/2017 7:40,8.03678
8/19/2017 7:45,8.17274
